Movie Name,Rating,Votes,Duration,Genre
Gladiator II,6.6,190000,148,Action
Sonic the Hedgehog 3,7.0,40000,110,Action
Pushpa: The Rule - Part 2,6.2,49000,201,Action
The Killer's Game,5.7,13000,104,Action
Dune: Part Two,8.5,593000,166,Action
Kraven the Hunter,5.4,35000,127,Action
Carry-On,6.5,148000,119,Action
Deadpool & Wolverine,7.6,462000,128,Action
Civil War,7.0,224000,109,Action
Venom: The Last Dance,6.0,91000,110,Action
Furiosa: A Mad Max Saga,7.5,266000,148,Action
Marco,7.4,16000,145,Action
The Count of Monte-Cristo,7.6,28000,178,Action
The Fall Guy,6.8,208000,126,Action
Arcadian,5.5,21000,92,Action
Twisters,6.5,153000,122,Action
The Ministry of Ungentlemanly Warfare,6.8,127000,122,Action
Borderlands,4.6,41000,101,Action
Homestead,5.5,2400,112,Action
The Lord of the Rings: The War of the Rohirrim,6.4,22000,134,Action
The Beekeeper,6.3,149000,105,Action
Bad Boys: Ride or Die,6.5,94000,115,Action
Red One,6.3,132000,123,Action
Elevation,5.6,11000,91,Action
Rebel Ridge,6.8,81000,131,Action
Kingdom of the Planet of the Apes,6.9,145000,145,Action
Love Lies Bleeding,6.6,53000,104,Action
Transformers One,7.6,44000,104,Action
Godzilla x Kong: The New Empire,6.1,117000,115,Action
Werewolves,4.4,5100,93,Action
The Crow,4.7,30000,111,Action
The Killer,5.7,11000,126,Action
Blitz,6.2,14000,120,Action
Madame Web,4.0,97000,116,Action
Twilight of the Warriors: Walled In,7.0,7700,126,Action
Road House,6.2,163000,121,Action
Argylle,5.6,90000,139,Action
Azrael,5.4,9000,86,Action
The Union,5.4,51000,107,Action
Monkey Man,6.8,88000,121,Action
Damsel,6.1,106000,110,Action
Sunray: Fallen Soldier,4.3,428,115,Action
Land of Bad,6.6,49000,113,Action
Solo Leveling: ReAwakening,8.4,3200,121,Action
Dark Match,5.7,424,94,Action
Absolution,5.2,6300,112,Action
Amaran,8.2,17000,167,Action
Drive-Away Dolls,5.4,22000,84,Action
Kung Fu Panda 4,6.3,65000,94,Action
Maharaja,8.4,63000,141,Action
Thelma,7.0,19000,98,Action
Uglies,4.7,31000,100,Action
Hellboy: The Crooked Man,4.5,11000,99,Action
The Prosecutor,7.1,810,117,Action
Lift,5.5,48000,107,Action
Weekend in Taipei,5.7,3600,100,Action
The Instigators,6.2,35000,101,Action
Aftermath,5.1,893,97,Action
Night Call,7.0,1000,97,Action
Rifle Club,7.0,3200,113,Action
Damaged,4.7,6800,97,Action
Dirty Angels,4.3,2700,104,Action
Brothers,5.4,12000,89,Action
Beverly Hills Cop: Axel F,6.4,79000,118,Action
Survive,4.6,1700,90,Action
Pani,6.8,2100,143,Action
Apocalypse Z: The Beginning of the End,6.1,18000,117,Action
Atlas,5.6,54000,118,Action
Boneyard,4.1,4500,96,Action
The Silent Hour,6.1,6000,99,Action
Kalki 2898 AD,7.0,64000,180,Action
Descendants: The Rise of Red,4.7,6700,91,Action
Attack on Titan the Movie: The Last Attack,9.3,11000,145,Action
Trigger Warning,4.6,19000,106,Action
William Tell,6.3,281,133,Action
Long Gone Heroes,5.1,751,92,Action
Fighter,6.2,52000,166,Action
Jackpot!,5.8,29000,106,Action
Under Paris,5.2,35000,104,Action
Armor,3.5,3300,89,Action
Canary Black,5.3,10000,101,Action
Night of the Zoopocalypse,7.4,87,91,Action
Rebel Moon - Part Two: The Scargiver,5.3,58000,122,Action
Take Cover,5.1,2000,90,Action
Aavesham,7.8,26000,155,Action
Watchmen: Chapter I,7.0,5800,83,Action
Thangalaan,6.6,6300,156,Action
The Shadow Strays,6.5,8400,144,Action
Don't Mess with Grandma,6.2,110,81,Action
No Way Up,4.6,9900,90,Action
Fight or Flight,6.8,353,101,Action
Viduthalai Part 2,8.1,15000,170,Action
Singham Again,4.9,74000,144,Action
Mafia Wars,3.6,168,94,Action
Classified,3.7,1900,105,Action
Jigra,6.1,23000,153,Action
Alien: Rubicon,2.5,278,86,Action
Baby John,6.2,15000,159,Action
Chief of Station,4.7,4200,97,Action
Devara Part 1,6.0,19000,176,Action
Trouble,6.2,6300,98,Action
The Thundermans Return,5.0,1700,70,Action
Sikandar Ka Muqaddar,6.0,24000,142,Action
Harbin,6.8,335,108,Action
Gunner,3.2,2200,106,Action
Mura,7.5,6000,129,Action
Old Guy,6.7,57,104,Action
The Fix,4.6,1000,98,Action
S.T.A.L.K.E.R.: Shadow of the Zone,5.3,392,72,Action
A Legend,4.7,792,129,Action
Kingdom 4: Return of the Great General,7.1,1000,145,Action
Agent Recon,2.3,618,85,Action
Red Right Hand,5.4,5500,111,Action
Darkness of Man,4.8,3000,109,Action
Justice League: Crisis on Infinite Earths - Part One,6.2,8100,93,Action
Watchmen: Chapter II,7.0,2200,90,Action
Posledniy Ronin,5.7,87,121,Action
Role Play,5.5,19000,100,Action
Megamind vs. The Doom Syndicate,2.4,5400,83,Action
My Spy The Eternal City,5.7,10000,112,Action
Utopia,3.7,289,91,Action
Uprising,6.6,5000,126,Action
Cash Out,4.8,2700,92,Action
Razakar: The Silent Genocide of Hyderabad,7.7,5100,166,Action
Murder Company,3.6,1500,86,Action
The Roundup: Punishment,6.6,4800,109,Action
Ferry 2,5.6,3400,94,Action
Arena Wars,5.0,1900,96,Action
Justice League: Crisis on Infinite Earths - Part Three,6.1,4100,94,Action
"I, the Executioner",6.4,1300,118,Action
Sorgavaasal,6.7,1100,138,Action
Barroz: Guardian of Treasures,3.7,826,155,Action
Code 8: Part II,5.7,15000,100,Action
Kill Em All 2,4.1,1200,88,Action
Bhaje Vaayu Vegam,6.1,509,136,Action
Hounds of War,4.5,1500,95,Action
Freaky Tales,6.8,195,106,Action
The Wages of Fear,4.6,4000,104,Action
Hanu Man,7.7,29000,158,Action
Badland Hunters,5.9,12000,107,Action
Officer Black Belt,6.8,7500,108,Action
"Love, Courage and the Battle of Bushy Run",5.1,139,113,Action
Eagle,5.9,4800,159,Action
Hitpig,5.0,684,86,Action
One More Shot,5.4,3400,103,Action
Ultraman: Rising,6.9,6000,117,Action
Dan Da Dan: First Encounter,8.2,2300,83,Action
Levels,5.0,1300,93,Action
The Price of Money: A Largo Winch Adventure,5.0,858,100,Action
Prey,3.7,3100,86,Action
Pottel,8.6,2600,148,Action
UI,7.1,5500,135,Action
Garudan,7.1,3300,133,Action
Bachhala Malli,8.5,3800,140,Action
Bougainvillea,6.4,2700,138,Action
Golden Kamuy,6.3,2300,127,Action
Life After Fighting,6.4,1800,126,Action
Agni,7.3,15000,122,Action
Raayan,6.5,11000,145,Action
Simarik,7.6,1400,111,Action
Duchess,4.6,1100,114,Action
Article 370,7.8,24000,158,Action
The Courier,6.0,4200,101,Action
Max,7.7,2500,132,Action
Air Force One Down,4.4,2700,84,Action
The Tiger's Apprentice,5.7,2000,84,Action
Kanguva,4.6,14000,152,Action
Bagheera,6.7,7000,158,Action
Alangu,8.8,1100,131,Action
City Hunter,6.3,5300,102,Action
The Last Kumite,4.6,2300,105,Action
Mummy Shark,1.9,123,66,Action
Angels Fallen: Warriors of Peace,5.0,5700,103,Action
The Clean Up Crew,4.2,1000,95,Action
Kahar: Kapla High Council,6.9,410,102,Action
The Quiet Ones,6.5,433,110,Action
Panda Plan,5.2,812,99,Action
Lights Out,4.9,1700,90,Action
Elyas,6.1,964,105,Action
Hijack 1971,6.8,3000,100,Action
Death Whisperer 2,7.1,608,110,Action
Justice League: Crisis on Infinite Earths - Part Two,5.5,5000,94,Action
Escape,6.4,1700,94,Action
Get Fast,3.6,402,88,Action
Freedom,5.9,1200,110,Action
The Greatest of All Time,5.8,21000,183,Action
Heart of the Hunter,4.7,2100,105,Action
Revolver,5.4,761,114,Action
Joe Baby,8.2,16,86,Action
GTMax,5.0,1100,100,Action
One Fast Move,5.0,2100,108,Action
Yolo,6.9,3400,129,Action
Outlaw,5.2,858,82,Action
Khadaan,7.5,1500,137,Action
Latency,4.2,1600,94,Action
72 Hours,4.2,259,87,Action
Die Hart 2: Die Harter,4.3,5300,92,Action
Cloud,6.4,722,123,Action
Dharmarakshak Mahaveer Chhatrapati Sambhaji Maharaj,8.0,547,174,Action
My Hero Academia: You're Next,7.0,1400,110,Action
Vettaiyan,7.0,39000,163,Action
Invasion,4.8,641,91,Action
Overlord: The Sacred Kingdom,7.0,657,135,Action
Crakk: Jeetega... Toh Jiyegaa,4.7,6400,154,Action
Anaconda,4.8,574,84,Action
200% Wolf,5.5,775,98,Action
Alienoid: The Return to the Future,6.5,2400,122,Action
Dominique,5.1,1800,100,Action
Saripodhaa Sanivaaram,7.0,8600,166,Action
The Ballad of Davy Crockett,4.6,228,96,Action
Sixty Minutes,5.7,5000,88,Action
Vanvaas,6.7,896,160,Action
Yodha,5.7,8700,130,Action
Wynonna Earp: Vengeance,5.5,1500,96,Action
Clone Cops,7.8,19,96,Action
Operation Blood Hunt,3.4,391,93,Action
The Lockdown,4.3,577,117,Action
Ka Whawhai Tonu,7.4,155,115,Action
Terminator: Skynet Rising,6.8,251,88,Action
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.1,8100,104,Action
A.R.M,7.1,8300,150,Action
Chandu Champion,7.8,33000,142,Action
Cells at Work!,6.9,88,109,Action
Wanted Man,4.8,2500,85,Action
Nice Girls,4.2,1100,92,Action
Guntur Kaaram,5.4,24000,159,Action
Bureau 749,4.2,460,123,Action
The Last Front,5.5,559,98,Action
Savi,6.2,35000,126,Action
Ryan's World the Movie: Titan Universe Adventure,2.1,474,80,Action
12 to Midnight,3.7,248,96,Action
The Kingdom,8.0,78,133,Action
Striking Rescue,5.9,242,106,Action
Fight Another Day,7.6,160,97,Action
Big Rage,6.4,96,115,Action
School of Magical Animals 3,5.9,257,105,Action
Vedaa,6.0,4100,145,Action
No Time to Spy: A Loud House Movie,6.4,423,81,Action
The Bouncer,5.2,40,78,Action
How to Rob a Bank,6.6,4000,88,Action
The Hangman,3.3,957,92,Action
Mission: Cross,6.1,2400,105,Action
Bade Miyan Chote Miyan,3.8,39000,163,Action
Zebra,8.1,3100,164,Action
The Friendly,8.0,11,101,Action
Naam,6.3,266,136,Action
The Charisma Killers,6.4,468,101,Action
Pimpinero: Blood and Oil,5.7,498,121,Action
Sons of Rizk 3,6.7,1500,125,Action
Cesium Fallout,6.7,388,136,Action
Devil's Knight,5.5,722,90,Action
The Family Star,5.4,5200,159,Action
Troubleshooters,6.4,381,110,Action
WWII: Operation Phoenix,7.7,45,106,Action
Deaner '89,5.9,376,90,Action
Spiders on a Plane,6.1,342,78,Action
Toofan,7.2,6000,145,Action
Everybody Loves Jenifa,8.4,66,135,Action
Karma,8.3,1300,167,Action
Orang Ikan,6.5,28,83,Action
Operation Valentine,5.3,1400,133,Action
Baki Hanma VS Kengan Ashura,5.7,1800,62,Action
Escape from the 21st Century,6.5,733,98,Action
Citizen of a Kind,6.7,693,114,Action
Hunting with Tigers,5.7,472,109,Action
Cassino in Ischia,4.4,197,113,Action
Baby Invasion,5.5,47,80,Action
24 Hours to D-Day,5.0,27,83,Action
Drive Back,4.9,247,94,Action
The Twisters,2.6,302,86,Action
Customs Frontline,5.5,435,115,Action
Mr. Bachchan,3.6,5200,150,Action
Auron Mein Kahan Dum Tha,6.6,40000,150,Action
Je Jatt Vigarh Gya,5.6,800,132,Action
Roadkill,3.6,659,90,Action
Indian 2,3.9,16000,180,Action
Snatched,4.9,198,101,Action
Yudhra,5.1,13000,142,Action
Martin,2.3,36000,147,Action
Baby Assassins: Nice Days,7.4,216,103,Action
Xiong Shi Shao Nian 2,7.6,130,134,Action
War of the Worlds: Extinction,3.1,136,84,Action
Bionic,4.3,1700,110,Action
Matka,4.8,543,156,Action
Bidurbhai,9.2,371,148,Action
Ballistic,2.3,147,95,Action
The Plot,4.8,345,100,Action
Big City Greens the Movie: Spacecation,6.2,509,0,Action
The Vampire and the Vigilante,3.3,36,75,Action
Camp Blood: Clown Shark,3.3,71,70,Action
Taken from Rio Bravo,3.0,292,80,Action
Rogue Elements: A Ryan Drake Story,4.9,890,44,Action
The Firefighters,7.0,52,106,Action
Pranaya Godari,8.1,2400,148,Action
Hellhound,4.3,460,103,Action
In Tenebras: Into the Darkness,5.9,143,90,Action
Eye for an Eye 2,6.5,418,90,Action
Continental Split,3.5,501,88,Action
Sector 17,7.8,1200,146,Action
The Last Chainsaw Massacre,3.7,35,75,Action
Crisis Negotiators,6.7,654,120,Action
Paradise,7.0,75,83,Action
Sucha Soorma,6.6,894,136,Action
Gandhi 3,5.6,220,143,Action
High Forces,5.8,445,119,Action
Shark Warning,3.4,237,94,Action
Alien Country,4.4,334,96,Action
Mobile Suit Gundam SEED Freedom,6.7,893,124,Action
6 Hours Away,3.9,227,93,Action
Handsome Guys,6.5,594,101,Action
Dirty Money,5.5,82,100,Action
The Omicron Killer,3.0,586,98,Action
Snow White and the Seven Samurai,3.3,230,88,Action
Captain Miller,6.5,8500,157,Action
Non Negotiable,5.4,1200,87,Action
Formed Police Unit,4.7,437,120,Action
The Last of Us: Immunity,7.8,6,64,Action
I Heart Robots,4.5,2300,76,Action
(Pri)sons,5.2,210,100,Action
The Infallibles,4.7,729,99,Action
Mongol,8.7,82,155,Action
The Actor,3.3,713,128,Action
Prepare to Die,4.9,218,93,Action
Tillu Square,6.6,3300,137,Action
Turbo,5.9,3400,155,Action
Mechanic Rocky,6.7,3400,156,Action
How to Make a Werewolf,5.9,78,0,Action
The Unbreakable Bunch,7.7,20,0,Action
KA,7.2,1500,151,Action
Conquer: Lahad Datu,6.7,473,120,Action
Double Ismart,2.9,2100,156,Action
Siren,6.4,2900,154,Action
Stuntman,7.0,129,114,Action
Sasan,8.4,58,155,Action
Next to Us,4.9,201,125,Action
Ship of the Damned,2.8,283,88,Action
The Traveller,5.2,180,134,Action
The Grey Men,6.5,64,97,Action
Hagen,6.5,616,139,Action
My Fathers' Daughter,6.7,59,78,Action
Six jours,6.4,88,95,Action
Kung Fu Games,3.3,361,98,Action
Rode College,6.6,410,168,Action
Raqa,6.5,54,107,Action
Bhaiyya Ji,4.8,7300,150,Action
Midas,4.6,324,85,Action
Ape X Mecha Ape: New World Order,3.1,115,87,Action
The Mick and the Trick,4.9,69,96,Action
Hunt the Wicked,5.8,101,102,Action
The Epidemic,5.9,67,95,Action
Devaki Nandana Vasudeva,9.4,2500,128,Action
Spirit Riser,7.0,27,98,Action
Lady Scorpions,3.6,350,101,Action
Sabari,8.5,5400,129,Action
September Babies,4.9,38,94,Action
Nothing Even Matters,5.0,63,90,Action
UmroAyyar - A New Beginning,6.9,664,135,Action
Hakkenden,6.1,44,149,Action
Art of Eight Limbs,3.9,288,101,Action
Soodhu Kavvum 2: Naatum Naatu Makkalum,3.7,174,129,Action
Lisabi: The Uprising,6.4,119,107,Action
Blade of Fury,6.4,96,90,Action
Black Heat,7.4,12,93,Action
Sheriff,6.9,1000,133,Action
Breaking and Re-entering,5.7,413,109,Action
White Crow,7.8,6,96,Action
Anchakkallakokkan,6.6,985,126,Action
Samandar,7.6,136,172,Action
Witch Hunter,4.4,17,80,Action
Fighting the Fire,8.9,1700,115,Action
Bonnie,7.6,28,120,Action
Ayalaan,6.0,3900,155,Action
Love You as the World Ends Final,6.0,29,115,Action
Saala,5.9,1100,130,Action
Mirza: Part 1 - Joker,6.8,231,165,Action
Ghost Killer,7.2,46,113,Action
Hitler,5.2,298,128,Action
Mathu Vadalara 2,7.0,1600,139,Action
Bad Boyz,4.7,601,150,Action
Weapon,5.5,5500,120,Action
Go for Broke,5.6,243,115,Action
12 Gaun,5.9,494,147,Action
Gangs of Godavari,5.0,882,165,Action
Marni: The Story of Wewe Gombel,6.0,173,119,Action
Zero,5.6,25,88,Action
Bandaa Singh Chaudhary,6.3,5200,113,Action
Sous écrous,5.4,29,111,Action
Where Is Gilgamesh?,9.0,578,90,Action
Rajakili,7.5,518,122,Action
Dark Fusion,8.4,232,90,Action
Fyre Rises,6.6,317,110,Action
Babu,8.7,166,142,Action
Bonus Trip,6.8,177,113,Action
What Happens in Miami,4.3,214,90,Action
Ghosts of Red Ridge,3.2,130,81,Action
American Underdog,8.7,22,89,Action
Red vs. Blue: Restoration,5.5,131,85,Action
Panjab Files,9.0,10,117,Action
Kondal,5.4,731,147,Action
Dange,5.3,756,154,Action
Love You to Debt,6.3,733,135,Action
Correr para Vivir,7.0,181,97,Action
Happy Dragons,5.1,7,97,Action
Shark Island,3.9,102,81,Action
Bhairadevi,8.8,39,134,Action
Operation Undead,4.7,298,110,Action
Mutant,4.5,54,90,Action
Rock 'n' Roll Ringo,6.5,40,101,Action
GATAO: Like Father Like Son,6.8,64,100,Action
Kill Craft,2.3,352,99,Action
Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,6.1,24,71,Action
Young Lion of the West,8.1,101,93,Action
Saint Young Men: Holy Men vs Demon Army,2.8,12,93,Action
Diabel,6.1,69,108,Action
Tariq,6.9,15,122,Action
Polar,4.3,26,76,Action
Indrani: Epic-1 Dharam vs Karam,7.6,1100,157,Action
Bangkok Dog,6.5,79,85,Action
Lal Salaam,4.5,1300,150,Action
Thundu,5.0,887,125,Action
Sikaar,8.4,664,150,Action
Drive,5.6,285,90,Action
Raanti,6.8,1100,115,Action
Nintama Rantaro Dokutake Ninja-tai Saikyou no Gunshi,6.0,9,90,Action
DNA,5.2,204,156,Action
Yakuza Girl,2.3,62,82,Action
Anunnakiler,2.5,391,76,Action
Saindhav,5.0,1600,138,Action
Checkmate,4.3,354,104,Action
Petta Rap,4.3,1700,123,Action
Bastar: The Naxal Story,6.4,3200,124,Action
Bangkok Breaking: Heaven and Hell,5.8,632,146,Action
Sentimentaaal,5.9,966,135,Action
Road Wars: Max Fury,2.0,345,83,Action
Karma,4.5,16,111,Action
Harom Hara,7.7,3000,154,Action
11 Rebels,7.1,59,155,Action
Captain Avispa,5.9,169,96,Action
Rathnam,5.4,3600,155,Action
Malaikottai Vaaliban,6.0,4100,156,Action
Speed 220,6.9,1000,114,Action
Buying Time,7.1,234,84,Action
Inanimate Insanity II: The Movie,8.7,211,106,Action
Bohurupi,8.3,1400,155,Action
Lie Zhan,6.9,65,93,Action
Bloodlust,10.0,8,97,Action
Hit List,5.5,304,125,Action
Too Little Too Late,5.4,6,66,Action
Election,5.9,804,120,Action
The Evil Three,7.4,791,30,Action
Death Game,6.4,22,88,Action
Reloaded 2,8.1,968,45,Action
Touchdown,6.9,11,78,Action
Aho Vikramaarka,7.4,53,136,Action
Ruslaan,3.3,1200,120,Action
Nu Huo 12 Xiao Shi,6.1,37,86,Action
The Wild Blade of Strangers,6.5,103,102,Action
Shu Si Yi Bo,6.7,28,91,Action
Purushothamudu,4.9,2200,120,Action
The Burden of Nine Lives,4.7,96,116,Action
Black Storm,6.6,59,97,Action
First Nights at Freddy's,9.1,9,98,Action
Joshua: Imai Pol Kaka,4.5,580,130,Action
Komandir,6.4,504,131,Action
The Alexandrian,3.9,233,104,Action
Rob N Roll,6.1,850,98,Action
Türkler Çildirmis Olmali 2: Mavi Vatan,2.1,146,100,Action
Tòkunbò,3.9,283,113,Action
Rendel: Cycle of Revenge,3.6,236,99,Action
Bheema,5.8,935,148,Action
Kadakan,5.5,96,128,Action
Major Grom: The Game,6.1,1800,168,Action
The Circuit 4: Faith Fighter,4.5,76,90,Action
Spider-Man: Final Swing,8.5,8,153,Action
Malayalee from India,5.6,4900,160,Action
Crosspoint,7.5,14,100,Action
Sayen: The Huntress,4.2,239,88,Action
Neon Fear,6.0,329,40,Action
Cholo Zombies,4.7,94,96,Action
Mission: Chapter 1,5.9,1700,144,Action
Texas Twister,2.6,150,88,Action
Kali,5.1,386,96,Action
Dragon Ball Z Kai,8.3,56,82,Action
Sarangadhariya,8.6,3100,150,Action
Jithender Reddy,9.5,2300,136,Action
Warning 2,7.2,855,125,Action
Bond of Justice: Kizuna Part I - Encounter,6.1,16,92,Action
Virunnu,7.9,876,125,Action
Clownface 3,10.0,31,104,Action
The Drunken Prodigy,5.6,11,107,Action
The Moon Thieves,6.2,213,108,Action
Average Student Nani,8.6,2200,138,Action
Gold Raiders,2.0,170,88,Action
Killer Ex,3.7,45,94,Action
Supplier Shankara,9.3,68,163,Action
Honeko Akabane's Bodyguards,5.7,17,117,Action
Joachim and the Apocalypse,7.6,10,90,Action
The Experts,6.2,246,121,Action
The Captives,3.5,60,73,Action
Usha Parinayam,9.0,2000,144,Action
Fuuto PI: Portrait of Kamen Rider Skull,7.1,27,82,Action
Kizumonogatari: Koyomi Vamp,7.2,68,144,Action
Por,5.0,592,154,Action
Gone with the Dead,5.1,36,96,Action
Taklee Genesis x Worlds Collide,5.6,330,146,Action
Iron Fighter,3.8,47,80,Action
Shekko,6.0,509,120,Action
Echo 8,6.5,90,96,Action
The Miranda Brothers,4.3,169,99,Action
Chasing Raine,2.3,184,101,Action
Tokusou Sentai Dekaranger 20th: Fireball Booster,6.8,27,50,Action
Inkabi,4.6,75,101,Action
Appudo Ippudo Eppudo,4.8,217,120,Action
Hain,2.7,41,95,Action
London Gangsters,4.2,10,104,Action
Aserb: The Squadron,5.2,284,120,Action
Warrior Awang and Master Tok Gajah,4.6,467,118,Action
Marine Drive,9.5,48,105,Action
Permafrost,5.7,107,80,Action
Mahadev Ka Gorakhpur,7.8,366,131,Action
Bhimaa,5.1,1200,141,Action
Losing Lerato 2,9.1,28,96,Action
Dead Hand,4.1,73,92,Action
Rang De Basanti,8.9,142,174,Action
Viswam,4.3,615,155,Action
Inherited,9.5,20,76,Action
Kill the Children first,7.8,24,106,Action
Ultraman Blazar the Movie: Tokyo Kaiju Showdown,7.5,78,75,Action
Neo-Dome,4.6,10,15,Action
Dünya Mali: Eksi Bir,7.2,15,133,Action
Chhota Bheem and the Curse of Damyaan,4.9,2300,145,Action
The Day Everything Changed,7.9,76,97,Action
The Escapee 3: The Final Escape,2.7,58,83,Action
Death Game,5.1,9,87,Action
Gravediggers,6.9,25,91,Action
Star Abyss,3.8,231,86,Action
Blood Vendetta,7.6,233,90,Action
The Mystery of Humanoid Puppet,6.7,59,88,Action
They Call Her Death,7.8,15,92,Action
Krishnamma,6.2,357,138,Action
Sith Wars: Episódio III - Fantasmas Dos Sith,8.5,110,99,Action
Hell City,9.1,25,90,Action
Chaari 111,4.8,250,130,Action
The Slave and the Sorcerer,6.6,35,86,Action
Bloodline,9.1,38,80,Action
Villain - Life of a Gangster,8.9,154,141,Action
Gam Gam Ganesha,5.3,302,140,Action
Jurassic Exorcist,2.9,15,76,Action
Stranded Pearl,6.0,26,90,Action
Thankamani,4.6,228,156,Action
Jigar,7.3,17,122,Action
The Deal,9.2,24,130,Action
The Desperate Chase,5.2,42,110,Action
Artist Unknown,9.1,9,82,Action
Kamen Rider Gotchard: The Future Daybreak,8.0,64,63,Action
Naa Saami Ranga,4.5,1200,150,Action
Exorcism Chronicles: The Beginning,5.7,23,85,Action
Mercy Killing,8.8,2700,131,Action
Jorge da Capadócia,6.4,120,119,Action
Death Bitch,8.0,17,88,Action
Guy Manley: Super Spy,5.9,102,92,Action
Rebel,3.2,62,100,Action
Breaking Tradition,7.3,20,87,Action
Ameena,6.2,16,107,Action
"Silex and the City, le film",4.8,43,77,Action
Wolf Warriors,7.8,15,0,Action
Desperado,5.9,125,100,Action
Iddaru,9.2,293,148,Action
Naag Bhoomi,5.6,6,130,Action
Kamen Rider 555 20th: Paradise Regained,5.9,133,65,Action
Dr. Jason II - Lights & Shadows,5.5,251,62,Action
Premalo,7.4,1100,128,Action
Reeza GTR,7.8,9,91,Action
Agastya - Chapter 1,7.0,378,168,Action
Buddy,3.8,327,137,Action
Surge of Power: Where There's Smoke,7.8,9,68,Action
Haraa,5.7,2900,136,Action
Dark World,5.1,11,135,Action
Skhvatka,5.0,22,107,Action
Emanet,7.9,28,97,Action
Dheera Bhagat Roy,8.8,1100,150,Action
Roxana,4.0,58,98,Action
Die Chaosschwestern und Pinguin Paul,5.8,59,100,Action
Seven Heroes Beat the Monster,6.8,51,89,Action
Purushothamudu,7.7,11,120,Action
Crypto Storm,4.6,28,101,Action
Yuva,5.8,827,153,Action
Fights Break Sphere 3,4.6,5,81,Action
Me and the Dragon's Daughter,4.3,6,75,Action
Played,5.7,10,96,Action
The Brattt,4.8,64,117,Action
Oru Anveshanathinte Thudakkam,7.1,829,181,Action
Kade,6.5,15,92,Action
Zénithal,5.2,67,80,Action
Opportunity,8.9,87,96,Action
Zoloto Umalty,5.0,98,109,Action
Sunfall,2.6,19,74,Action
Itutumba ka ng tatay ko,5.7,27,109,Action
The Lord of the Monsters,6.9,57,93,Action
Re Xue Ran Shao,4.3,12,113,Action
Shri Swapankumarer Badami Hyenar Kobole,5.6,316,146,Action
AK47,6.9,12,146,Action
Second Life,7.1,26,105,Action
Mirg,6.3,35,83,Action
Kiyma: Orman Kanunlari,4.1,24,81,Action
Hrashwo Deergha,7.8,75,150,Action
Achilles Curse and the Curse of Treasure,7.4,24,125,Action
Agents,7.6,590,82,Action
Mazhai Pidikatha Manithan,4.5,408,133,Action
Max Beyond,6.6,16,93,Action
Common Creed: Trafficking,7.2,5,106,Action
Mr. Natwarlal,7.7,777,130,Action
Di Renjie: Tongtian xuan an,7.2,13,85,Action
Athhoi,8.0,130,158,Action
Speed Fight,6.8,52,87,Action
Useful Idiots,7.6,12,92,Action
Halloween: Mal Eterno,8.2,220,50,Action
Appu,8.7,179,92,Action
Hope & Glory,6.6,136,44,Action
Kaveri,9.1,1500,101,Action
Cândido,6.4,50,99,Action
Tranquility: Ghost Stories,7.6,52,88,Action
Pariah Volume 1: Every Street Dog Has a Name,6.8,374,138,Action
Jiwa 8 Belas,5.2,17,86,Action
Holy Punch,5.2,35,98,Action
Pusaka,6.7,27,90,Action
Abnormal: Buas,5.8,24,90,Action
Mega Twister,2.6,39,75,Action
The Heist,7.1,2000,120,Action
Charlotte Link - Ohne Schuld,5.6,38,89,Action
Ajay Gadu,7.5,1000,108,Action
Bullet,9.3,565,131,Action
Shockwaves 2,2.7,142,79,Action
Joy Hanu Man,8.9,25,143,Action
Operation Star,7.6,23,102,Action
Ugravatara,7.7,548,122,Action
The Journey of Flower,3.9,23,97,Action
Pushpaka Vimanam,5.6,15,137,Action
Kamen Rider Geats: Jyamato Awaking,8.0,68,54,Action
The Delegator,4.1,15,96,Action
Rooban,6.4,280,125,Action
Shadows of Betrayal: Chronicles of Ian Blair,7.3,12,65,Action
Runner,5.5,42,90,Action
The Yoshi Movie,7.7,12,105,Action
Raja 420,6.1,21,81,Action
The Correct Way of Youth,9.3,772,90,Action
Thiragabadara Saami,6.5,94,115,Action
Firework,6.6,11,60,Action
Genis Aile 4: Cevahir & Ulvi,6.9,51,90,Action
Ame no naka no yokujô,6.1,46,132,Action
Kohinoor,8.1,22,119,Action
Dirty Fellow,6.9,3800,119,Action
Zhi Bao,5.7,12,100,Action
Mobile Suit Gundam: Silver Phantom,5.6,14,90,Action
Runnin' from Wolves,7.2,9,133,Action
Oversteer,4.2,13,86,Action
Seetha Kalyana Vaibhogame,8.8,2000,146,Action
Abudeka Is Back,5.6,16,120,Action
Hocus Focus,7.9,19,85,Action
Raktaksha,8.8,1300,118,Action
Nasha Jurm Aur Gangsters,7.3,2400,137,Action
Usire Usire,7.8,1100,151,Action
Dheera,8.3,1300,123,Action
Vorovka,4.9,46,90,Action
Break War,2.2,9,86,Action
Surrender,8.3,14,149,Action
Vi possiamo salvare,2.8,101,89,Action
Operation Wakaliga: Fate and Blood,6.7,11,66,Action
Vey Dharuvey,6.6,2300,127,Action
Kaale Angrej,5.5,16,131,Action
The ShortCut,8.2,1800,138,Action
Heavens: The Boy and His Robot,6.8,18,98,Action
El Duro,5.2,9,90,Action
Wilhelm Gustloff,8.7,8,110,Action
"Bullets, Brothers and Blood",7.6,11,85,Action
